s_id	g_word	t_word	g_pos	t_pos	correct?
S_187	féminicide	féminicide	nom	NOM	1
S_188	féminicide	féminicide	nom	NOM	1
S_189	féminicide	féminicide	nom	NOM	1
S_190	féminicide	féminicide	nom	NOM	1
S_190	féminicides	féminicides	nom	NOM	1
S_191	féminicides	féminicides	nom	NOM	1
S_192	féminicides	féminicides	nom	NOM	1
S_193	féminicides	féminicides	nom	NOM	1
S_194	féminicides	féminicides	nom	NOM	1
S_195	fenêtres pop up	fenêtres pop up	locution: nom, nom	NOM ADJ NOM	0
S_196	fillonistes	fillonistes	nom	NOM	1
S_197	flexisexuel	flexisexuel	adj	ADJ	1
S_198	flexisexuelles	flexisexuelles	adj	ADJ	1
S_199	flexisexuelle	flexisexuelle	adj	ADJ	1
S_200	frontnationalise	frontnationalise	verbe	NOM	0
S_201	frontnationaliser	frontnationaliser	verbe	NOM	0
S_202	fuité	fuité	verbe	VER:pper	1
S_203	gentrification	gentrification	nom	NOM	1
S_204	gentrification	gentrification	nom	NOM	1
S_205	google-iser	google-iser	verbe	VER:infi	1
S_206	google-iser	google-iser	verbe	VER:infi	1
S_207	google-iser	google-iser	verbe	VER:infi	1
S_208	googler	googler	verbe	NOM	0
S_209	Grenelle	Grenelle	nom	NOM	1
S_210	Grenelle	Grenelle	nom	NOM	1
S_211	Grenelles	Grenelles	nom	NOM	1
S_212	Grenelle	Grenelle	nom	NAM	1
S_213	Grenelle	Grenelle	nom	NAM	1
S_214	Grenelle	Grenelle	nom	NAM	1
S_215	Grepper	Grepper	verbe	NOM	0
S_216	gréviculture	gréviculture	nom	NOM	1
S_217	guérillériste	guérillériste	adj	ADJ	1
S_218	hacktivé	hacktivé	verbe	NOM	0
S_219	houspillable	houspillable	adj	ADJ	1
S_220	inchino	inchino	nom	NOM	1
S_221	inchino	inchino	nom	ADJ	0
S_222	inchino	inchino	nom	NOM	1
S_223	infonuagique	infonuagique	nom	ADJ	0
S_224	infonuagique	infonuagique	nom	ADJ	0
S_225	infonuagique	infonuagique	nom	ADJ	0
S_226	infonuagique	infonuagique	nom	ADJ	0
S_227	infonuagiques	infonuagiques	adj	ADJ	1
S_228	innumérisme	innumérisme	nom	ADJ	0
S_229	innumérisme	innumérisme	nom	ADJ	0
S_230	internetaire	internetaire	adj	ADJ	1
S_231	islamo-complaisants	islamo-complaisants	adj	ADJ	1
S_232	islamosceptique	islamosceptique	adj	ADJ	1
S_233	islamosceptique	islamosceptique	adj	ADJ	1
S_234	islamosceptique	islamosceptique	adj	ADJ	1
S_235	Islamo sceptique	Islamo sceptique	adj	NOM ADJ	0
S_236	islandisation	islandisation	nom	ADJ	0
S_237	islandisation	islandisation	nom	ADJ	0
S_238	islandisation	islandisation	nom	NOM	1
S_239	islandisation	islandisation	nom	NOM	1
S_240	libertarien 	libertarien	nom	NOM	1
S_241	logithèque	logithèque	nom	NOM	1
S_242	logithèque	logithèque	nom	NOM	1
S_243	logithèque	logithèque	nom	NOM	1
S_244	luxèse	luxèse	nom	NOM	1
S_245	luxèse	luxèse	nom	NOM	1
S_246	Luxèse	Luxèse	nom	NAM	1
S_247	luxèse	luxèse	nom	NOM	1
S_248	luxèse	luxèse	nom	NOM	1
S_249	mandature	mandature	nom	NOM	1
S_250	Marie-Chantal	Marie-Chantal	nom	NAM	1
S_251	Marie-Chantal	Marie-Chantal	nom	NAM	1
S_252	MARIE-CHANTAL	MARIE-CHANTAL	nom	NAM	1
S_253	Marie Chantaleries	Marie Chantaleries	nom	NAM NAM	1
S_254	marie-chantalerie	marie-chantalerie	nom	NOM	1
S_255	marinistes	marinistes	nom	ADJ	0
S_256	mariniste	mariniste	adj	ADJ	1
S_257	médiévalgie	médiévalgie	nom	NOM	1
S_258	médiévalgie	médiévalgie	nom	NOM	1
S_259	médiévalgie	médiévalgie	nom	NOM	1
S_260	mémorette	mémorette	nom	NOM	1
S_261	Mères-fouettardes	Mères-fouettardes	MWE: nom, adj	NAM	0
S_262	Mère fouettarde	Mère fouettarde	MWE: nom, adj	NOM ADJ	1
S_263	mère fouettarde	mère fouettarde	MWE: nom, adj	NOM ADJ	1
S_264	mileuriste	mileuriste	adj	NOM	0
S_265	mileuriste	mileuriste	nom	NOM	1
S_266	moinssoyer	moinssoyer	verbe	NOM	0
S_267	morpho-coiffure	morpho-coiffure	nom	NOM	1
S_268	moucheurs	moucheurs	nom	NOM	1
S_269	moucheurs	moucheurs	nom	NOM	1
S_270	moucheurs	moucheurs	nom	NOM	1
S_271	moucheur	moucheur	nom	NOM	1
S_272	moucheurs	moucheurs	nom	NOM	1
S_273	moucheurs	moucheurs	nom	NOM	1
S_274	moucheur	moucheur	nom	NOM	1
S_275	moucheurs	moucheurs	nom	NOM	1
S_276	mythonner	mythonner	verbe	ADJ	0
S_277	mythonner	mythonner	verbe	VER:infi	1
S_278	mythonner	mythonner	verbe	VER:infi	1
S_279	néo-nomadisme	néo-nomadisme	nom	NOM	1
S_280	néo-nomadisme	néo-nomadisme	nom	NOM	1
S_281	néo-nomadisme	néo-nomadisme	nom	NOM	1
S_282	néo-nomadisme	néo-nomadisme	nom	NOM	1
S_283	néologiser	néologiser	verbe	VER:infi	1
S_284	obamalâtre	obamalâtre	adj	ADJ	1
S_285	obamalâtrie	obamalâtrie	nom	NOM	1
S_286	ostéophone	ostéophone	nom	NOM	1
S_287	ostéophone	ostéophone	nom	NOM	1
S_288	papandréouter	papandréouter	verbe	VER:infi	1
S_289	paparazzer	paparazzer	verbe	NOM	0
S_290	pégomanie	pégomanie	nom	NOM	1
S_291	people	people	nom	NOM	1
S_292	people	people	nom	NOM	1
S_293	people	people	nom	NOM	1
S_294	people	people	adj	NOM	0
S_295	philanthrocapitalisme	philanthrocapitalisme	nom	NOM	1
S_296	philanthrocapitalisme	philanthrocapitalisme	nom	NOM	1
S_297	philanthrocapitalisme	philanthrocapitalisme	nom	NOM	1
S_298	photophone	photophone	nom	NOM	1
S_299	photophone	photophone	nom	NOM	1
S_300	photophone	photophone	nom	NOM	1
S_301	photophone	photophone	nom	NOM	1
S_302	photophone	photophone	nom	NOM	1
S_303	photophone	photophone	nom	NOM	1
S_304	pipeautable	pipeautable	adj	NOM	0
S_305	pipole	pipole	adj	NOM	0
S_306	pipole	pipole	adj	NOM	0
S_307	pipole	pipole	adj	NOM	0
S_308	pipole	pipole	adj	NOM	0
S_309	pipole	pipole	adj	NOM	0
S_310	pipole	pipole	adj	NOM	0
S_311	pipole	pipole	adj	NOM	0
S_312	pipole	pipole	adj	NOM	0
S_313	pipole	pipole	adj	NOM	0
S_314	pipole	pipole	adj	NOM	0
S_315	pipole	pipole	adj	NOM	0
S_316	pipoles	pipoles	adj	NOM	0
S_317	pipole	pipole	adj	NOM	0
S_318	pipole	pipole	adj	NOM	0
S_319	pipole	pipole	adj	NOM	0
S_320	pipole	pipole	adj	NOM	0
S_321	pipole	pipole	adj	NOM	0
S_322	pipole	pipole	adj	NOM	0
S_323	pipole	pipole	adj	NOM	0
S_324	pipole	pipole	adj	NOM	0
S_325	pipole	pipole	adj	NOM	0
S_326	pipole	pipole	adj	NOM	0
S_327	pipole	pipole	adj	NOM	0
S_328	pipole	pipole	adj	NOM	0
S_329	pipole	pipole	adj	NOM	0
S_330	pipole	pipole	adj	NOM	0
S_331	plutonisé	plutonisé	verbe	ADJ	0
S_332	précautionnisme	précautionnisme	nom	NOM	1
S_333	précautionnisme	précautionnisme	nom	NOM	1
S_334	précautionnisme	précautionnisme	nom	NOM	1
S_335	présentatique	présentatique	nom	NOM	1
S_336	présentatique	présentatique	nom	NOM	1
S_337	présentatique	présentatique	nom	NOM	1
S_338	procréationniste	procréationniste	nom	NOM	1
S_339	procréationniste	procréationniste	nom	ADJ	0
S_340	proratiser	proratiser	verbe	VER:infi	1
S_341	proratisé	proratisé	verbe	VER:pper	1
S_342	proratise	proratise	verbe	VER:pres	1
S_343	proratise	proratise	verbe	VER:pres	1
S_344	proratise	proratise	verbe	VER:subp	1
S_345	proratise	proratise	verbe	VER:subp	1
S_346	racolable	racolable	verbe	ADJ	0
S_347	racolable	racolable	verbe	ADJ	0
S_348	RDQ	RDQ	nom	NAM	1
S_349	RDQ	RDQ	nom	NAM	1
S_350	RDQ	RDQ	nom	NAM	1
S_351	RDQ	RDQ	nom	NAM	1
S_352	RDQ	RDQ	nom	NAM	1
S_353	réabstenu	réabstenu	verbe	VER:pper	1
S_354	réabstenir	réabstenir	verbe	VER:infi	1
S_355	réadvenir	réadvenir	verbe	VER:infi	1
S_356	rebilanter	rebilanter	verbe	VER:infi	1
S_357	Redéfumer	Redéfumer	verbe	VER:infi	1
S_358	redéfumer	redéfumer	verbe	VER:infi	1
S_359	redéfumer	redéfumer	verbe	VER:infi	1
S_360	reparesse	reparesse	verbe	VER:subp	1
S_361	représidentialisation	représidentialisation	nom	NOM	1
S_362	Réseauter	Réseauter	verbe	VER:infi	1
S_363	Sarkoland	Sarkoland	nom	NAM	1
S_364	Sarkoland	Sarkoland	nom	NAM	1
S_365	sarkophobie	sarkophobie	nom	NOM	1
S_366	sarkophobie	sarkophobie	nom	NOM	1
S_367	sarkophobie	sarkophobie	nom	NOM	1
S_368	schtroumpfitude	schtroumpfitude	nom	NOM	1
S_369	seniornaute	seniornaute	nom	NOM	1
S_370	sexyment	sexyment	adv	NOM	0
S_371	sexyment	sexyment	adv	NOM	0
S_372	surencadré	surencadré	verbe	VER:pper	1
S_373	surencadrer	surencadrer	verbe	VER:infi	1
S_374	surencadrer	surencadrer	verbe	VER:infi	1
S_375	surencadrer	surencadrer	verbe	VER:infi	1
S_376	talentuosissime	talentuosissime	adj	ADJ	1
S_377	téléchargeabilité	téléchargeabilité	nom	NOM	1
S_378	téléversé	téléversé	verbe	VER:pper	1
S_379	transfrontaliers	transfrontaliers	adj	NOM	0
S_379	transfrontalière	transfrontalière	adj	ADJ	1
S_380	trappée	trappée	verbe	NOM	0
S_381	trollesque	trollesque	adj	ADJ	1
S_382	twittérature	twittérature	nom	NOM	1
S_383	twittérature	twittérature	nom	NOM	1
S_384	twittérature	twittérature	nom	NOM	1
S_385	twittérature	twittérature	nom	NOM	1
S_386	twittérature	twittérature	nom	NOM	1
S_387	twittérature	twittérature	nom	NOM	1
S_388	twittérature	twittérature	nom	NOM	1
S_389	twittérature	twittérature	nom	NOM	1
S_390	twittérature	twittérature	nom	NOM	1
S_391	twittérature	twittérature	nom	NOM	1
S_392	twittérature	twittérature	nom	NOM	1
S_393	twittérature	twittérature	nom	NOM	1
S_394	twittérature	twittérature	nom	NOM	1
S_395	twittérature	twittérature	nom	NOM	1
S_396	twittérature	twittérature	nom	NOM	1
S_397	twittérature	twittérature	nom	NOM	1
S_398	twittérature	twittérature	nom	NOM	1
S_399	twittérature	twittérature	nom	NOM	1
S_400	twittérature	twittérature	nom	NOM	1
S_401	twittérature	twittérature	nom	NOM	1
S_402	twittérature	twittérature	nom	NOM	1
S_403	twittérature	twittérature	nom	NOM	1
S_404	twittérature	twittérature	nom	NOM	1
S_405	twittérature	twittérature	nom	NOM	1
S_406	vendredite	vendredite	nom	NOM	1
S_407	vendredite	vendredite	nom	NOM	1
S_408	vivre ensemble	vivre ensemble	locution: nom, adverbe	NOM ADV	1
S_409	webdocumentaire	webdocumentaire	nom	ADJ	0
S_410	webdocumentaire	webdocumentaire	nom	NOM	1
S_411	webdocumentaire	webdocumentaire	nom	NOM	1
S_412	webdocumentaire	webdocumentaire	nom	NOM	1
S_413	webdocumentaires	webdocumentaires	nom	ADJ	0
S_414	webdocumentaire	webdocumentaire	nom	NOM	1
S_415	Webdocumentaire	Webdocumentaire	nom	NAM	1
S_416	webdocumentaire	webdocumentaire	nom	NOM	1
S_417	wikipédiholisme	wikipédiholisme	nom	NOM	1
S_418	zérotième	zérotième	adj	ADJ	1
S_419	zérotième	zérotième	adj	ADJ	1
S_420	zérotième	zérotième	adj	ADJ	1
S_421	zlataner	zlataner	verbe	NOM	0
S_422	zlataner	zlataner	verbe	NOM	0
S_423	zlataner	zlataner	verbe	NOM	0
S_424	zlataner	zlataner	verbe	VER:infi	1
S_425	zlatanmania	zlatanmania	nom	NOM	1
S_426	zlatanmania	zlatanmania	nom	NOM	1
S_427	zlatanner	zlatanner	verbe	VER:infi	1
S_428	zlatanne	zlatanne	verbe	VER:pres	1
S_429	zlatanne	zlatanne	verbe	VER:subp	1
S_430	zlatanné	zlatanné	verbe	VER:pper	1
S_431	zythologie	zythologie	nom	NOM	1
S_432	zythologues	zythologues	nom	NOM	1
S_433	zythologie	zythologie	nom	NOM	1
S_434	zythologue	zythologue	nom	NOM	1
S_435	zythologues	zythologues	nom	NOM	1
S_436	zythologue	zythologue	nom	NOM	1
S_437	zythologue	zythologue	nom	NOM	1
