s_id	g_word	t_word	g_pos	t_pos	correct?
S_129	déparentalisation	déparentalisation	nom	NC	1
S_130	déparentalisation	déparentalisation	nom	NC	1
S_131	déparentalisation	déparentalisation	nom	NC	1
S_132	déparentalisation	déparentalisation	nom	NC	1
S_133	déparentalisation	déparentalisation	nom	NC	1
S_134	déparentalisation	déparentalisation	nom	NC	1
S_135	déparentalisation	déparentalisation	nom	NC	1
S_136	déparentalisation	déparentalisation	nom	NC	1
S_137	déparentalisation	déparentalisation	nom	NC	1
S_138	déparentalisation	déparentalisation	nom	NC	1
S_139	déparentalisation	déparentalisation	nom	NC	1
S_140	déparentalisation	déparentalisation	nom	NC	1
S_141	déparentalisait	déparentalisait	verbe	V	1
S_142	désécuritisation	désécuritisation	nom	NC	1
S_143	désécuritisation	désécuritisation	nom	NC	1
S_144	désécuritisation	désécuritisation	nom	NC	1
S_145	discrétisation	discrétisation	nom	NC	1
S_146	Disponibiliser	Disponibiliser	verbe	VINF	1
S_147	Disponibiliser	Disponibiliser	verbe	VINF	1
S_148	disponibiliser	disponibiliser	verbe	VINF	1
S_149	doulas	doulas	nom	ADJ	0
S_150	doulas	doulas	nom	ADJ	0
S_151	Doula	Doula	nom	NPP	0
S_151	doulas	doulas	nom	ADJ	0
S_152	doulas	doulas	nom	ADJ	0
S_153	doulas	doulas	nom	V	0
S_154	doulas	doulas	nom	ADJ	0
S_155	égosilleur	égosilleur	nom	NC	1
S_156	égosilleur	égosilleur	nom	NC	1
S_157	eRRogène	eRRogène	adj	V	0
S_158	errogène	errogène	adj	NC	0
S_159	eurolâtres	eurolâtres	nom	ADJ	0
S_160	face-kini	face - kini	nom	NC PONCT NPP	0
S_161	face-kinis	face - kinis	nom	NC PONCT NC	0
S_162	face-kini	face - kini	nom	NC PONCT NPP	0
S_163	face-kini	face - kini	nom	NC PONCT NPP	0
S_164	face-kini	face - kini	nom	NC PONCT NPP	0
S_165	fadettes	fadettes	nom	ADJ	0
S_166	fadettes	fadettes	nom	NC	1
S_167	fadettes	fadettes	nom	NC	1
S_168	fadettes	fadettes	nom	NC	1
S_169	fadettes	fadettes	nom	ADJ	0
S_170	fadettes	fadettes	nom	NC	1
S_171	fadette	fadette	nom	V	0
S_172	fadettes	fadettes	nom	ADJ	0
S_173	fashionista	fashionista	nom	V	0
S_174	Felin	Felin	nom	NPP	0
S_175	Felin	Felin	nom	NPP	0
S_176	Felin	Felin	nom	NPP	0
S_177	Felin	Felin	nom	NPP	0
S_178	Felin	Felin	nom	NPP	0
S_179	Felin	Felin	nom	NPP	0
S_180	Felin	Felin	nom	NPP	0
S_181	féminicides	féminicides	nom	NPP	0
S_182	féminicides	féminicides	nom	NPP	0
S_183	féminicide	féminicide	nom	V	0
S_183	féminicides	féminicides	nom	ADJ	0
S_184	féminicides	féminicides	nom	ADJ	0
S_185	féminicide	féminicide	nom	V	0
S_186	féminicide	féminicide	nom	V	0
S_187	féminicide	féminicide	nom	ADJ	0
S_188	féminicide	féminicide	nom	ADJ	0
S_189	féminicide	féminicide	nom	ADJ	0
S_190	féminicide	féminicide	nom	ADJ	0
S_190	féminicides	féminicides	nom	ADJ	0
S_191	féminicides	féminicides	nom	ADJ	0
S_192	féminicides	féminicides	nom	ADJ	0
S_193	féminicides	féminicides	nom	ADJ	0
S_194	féminicides	féminicides	nom	ADJ	0
S_195	fenêtres pop up	fenêtres pop up	locution: nom, nom	NC ADJ PONCT	0
S_196	fillonistes	fillonistes	nom	NC	1
S_197	flexisexuel	flexisexuel	adj	ADJ	1
S_198	flexisexuelles	flexisexuelles	adj	ADJ	1
S_199	flexisexuelle	flexisexuelle	adj	ADJ	1
S_200	frontnationalise	frontnationalise	verbe	V	1
S_201	frontnationaliser	frontnationaliser	verbe	VINF	1
S_202	fuité	fuité	verbe	NC	0
S_203	gentrification	gentrification	nom	NC	1
S_204	gentrification	gentrification	nom	NC	1
S_205	google-iser	google - iser	verbe	NC PONCT VINF	0
S_206	google-iser	google - iser	verbe	V PONCT VINF	1
S_207	google-iser	google - iser	verbe	NC PONCT VINF	0
S_208	googler	googler	verbe	NPP	0
S_209	Grenelle	Grenelle	nom	NPP	0
S_210	Grenelle	Grenelle	nom	NPP	0
S_211	Grenelles	Grenelles	nom	NPP	0
S_212	Grenelle	Grenelle	nom	NPP	0
S_213	Grenelle	Grenelle	nom	NPP	0
S_214	Grenelle	Grenelle	nom	NPP	0
S_215	Grepper	Grepper	verbe	NPP	0
S_216	gréviculture	gréviculture	nom	NC	1
S_217	guérillériste	guérillériste	adj	V	0
S_218	hacktivé	hacktivé	verbe	VPP	1
S_219	houspillable	houspillable	adj	ADJ	1
S_220	inchino	inchino	nom	ET	0
S_221	inchino	inchino	nom	ET	0
S_222	inchino	inchino	nom	ADJ	0
S_223	infonuagique	infonuagique	nom	ADJ	0
S_224	infonuagique	infonuagique	nom	V	0
S_225	infonuagique	infonuagique	nom	V	0
S_226	infonuagique	infonuagique	nom	V	0
S_227	infonuagiques	infonuagiques	adj	VPP	0
S_228	innumérisme	innumérisme	nom	NC	1
S_229	innumérisme	innumérisme	nom	NC	1
S_230	internetaire	internetaire	adj	NC	0
S_231	islamo-complaisants	islamo - complaisants	adj	ADJ PONCT ADJ	0
S_232	islamosceptique	islamosceptique	adj	V	0
S_233	islamosceptique	islamosceptique	adj	ADJ	1
S_234	islamosceptique	islamosceptique	adj	ADJ	1
S_235	Islamo sceptique	Islamo sceptique	adj	NPP ADJ	0
S_236	islandisation	islandisation	nom	NC	1
S_237	islandisation	islandisation	nom	NC	1
S_238	islandisation	islandisation	nom	NC	1
S_239	islandisation	islandisation	nom	NC	1
S_240	libertarien 	libertarien	nom	ADJ	0
S_241	logithèque	logithèque	nom	NC	1
S_242	logithèque	logithèque	nom	NC	1
S_243	logithèque	logithèque	nom	NC	1
S_244	luxèse	luxèse	nom	V	0
S_245	luxèse	luxèse	nom	V	0
S_246	Luxèse	Luxèse	nom	NPP	0
S_247	luxèse	luxèse	nom	V	0
S_248	luxèse	luxèse	nom	V	0
S_249	mandature	mandature	nom	NC	1
S_250	Marie-Chantal	Marie - Chantal	nom	NPP PONCT NPP	0
S_251	Marie-Chantal	Marie - Chantal	nom	NPP PONCT NPP	0
S_252	MARIE-CHANTAL	MARIE - CHANTAL	nom	NPP PONCT NPP	0
S_253	Marie Chantaleries	Marie Chantaleries	nom	NPP NPP	0
S_254	marie-chantalerie	marie - chantalerie	nom	NC PONCT NC	0
S_255	marinistes	marinistes	nom	NC	1
S_256	mariniste	mariniste	adj	ADJ	1
S_257	médiévalgie	médiévalgie	nom	NPP	0
S_258	médiévalgie	médiévalgie	nom	NPP	0
S_259	médiévalgie	médiévalgie	nom	NC	1
S_260	mémorette	mémorette	nom	V	0
S_261	Mères-fouettardes	Mères - fouettardes	MWE: nom, adj	NC PONCT ADJ	1
S_262	Mère fouettarde	Mère fouettarde	MWE: nom, adj	NC ADJ	1
S_263	mère fouettarde	mère fouettarde	MWE: nom, adj	NC ADJ	1
S_264	mileuriste	mileuriste	adj	V	0
S_265	mileuriste	mileuriste	nom	NC	1
S_266	moinssoyer	moinssoyer	verbe	NC	0
S_267	morpho-coiffure	morpho - coiffure	nom	NC PONCT NC	0
S_268	moucheurs	moucheurs	nom	NC	1
S_269	moucheurs	moucheurs	nom	NC	1
S_270	moucheurs	moucheurs	nom	NC	1
S_271	moucheur	moucheur	nom	NC	1
S_272	moucheurs	moucheurs	nom	NC	1
S_273	moucheurs	moucheurs	nom	NC	1
S_274	moucheur	moucheur	nom	NC	1
S_275	moucheurs	moucheurs	nom	NC	1
S_276	mythonner	mythonner	verbe	NC	0
S_277	mythonner	mythonner	verbe	VINF	1
S_278	mythonner	mythonner	verbe	VINF	1
S_279	néo-nomadisme	néo - nomadisme	nom	NC PONCT NC	0
S_280	néo-nomadisme	néo - nomadisme	nom	NC PONCT NC	0
S_281	néo-nomadisme	néo - nomadisme	nom	NC PONCT NC	0
S_282	néo-nomadisme	néo - nomadisme	nom	NC PONCT NC	0
S_283	néologiser	néologiser	verbe	VINF	1
S_284	obamalâtre	obamalâtre	adj	NC	0
S_285	obamalâtrie	obamalâtrie	nom	NPP	0
S_286	ostéophone	ostéophone	nom	NC	1
S_287	ostéophone	ostéophone	nom	NC	1
S_288	papandréouter	papandréouter	verbe	NC	0
S_289	paparazzer	paparazzer	verbe	NC	0
S_290	pégomanie	pégomanie	nom	NPP	0
S_291	people	people	nom	NC	1
S_292	people	people	nom	NC	1
S_293	people	people	nom	NC	1
S_294	people	people	adj	NC	0
S_295	philanthrocapitalisme	philanthrocapitalisme	nom	NC	1
S_296	philanthrocapitalisme	philanthrocapitalisme	nom	NC	1
S_297	philanthrocapitalisme	philanthrocapitalisme	nom	NC	1
S_298	photophone	photophone	nom	NC	1
S_299	photophone	photophone	nom	ADJ	0
S_300	photophone	photophone	nom	NC	1
S_301	photophone	photophone	nom	NC	1
S_302	photophone	photophone	nom	NC	1
S_303	photophone	photophone	nom	NC	1
S_304	pipeautable	pipeautable	adj	NC	0
S_305	pipole	pipole	adj	NC	0
S_306	pipole	pipole	adj	NC	0
S_307	pipole	pipole	adj	NC	0
S_308	pipole	pipole	adj	NC	0
S_309	pipole	pipole	adj	NC	0
S_310	pipole	pipole	adj	NC	0
S_311	pipole	pipole	adj	NC	0
S_312	pipole	pipole	adj	NC	0
S_313	pipole	pipole	adj	NC	0
S_314	pipole	pipole	adj	NC	0
S_315	pipole	pipole	adj	NC	0
S_316	pipoles	pipoles	adj	NC	0
S_317	pipole	pipole	adj	NC	0
S_318	pipole	pipole	adj	NC	0
S_319	pipole	pipole	adj	NC	0
S_320	pipole	pipole	adj	V	0
S_321	pipole	pipole	adj	NC	0
S_322	pipole	pipole	adj	NC	0
S_323	pipole	pipole	adj	NC	0
S_324	pipole	pipole	adj	NC	0
S_325	pipole	pipole	adj	V	0
S_326	pipole	pipole	adj	V	0
S_327	pipole	pipole	adj	NC	0
S_328	pipole	pipole	adj	NC	0
S_329	pipole	pipole	adj	NC	0
S_330	pipole	pipole	adj	NC	0
S_331	plutonisé	plutonisé	verbe	VPP	1
S_332	précautionnisme	précautionnisme	nom	V	0
S_333	précautionnisme	précautionnisme	nom	V	0
S_334	précautionnisme	précautionnisme	nom	V	0
S_335	présentatique	présentatique	nom	V	0
S_336	présentatique	présentatique	nom	V	0
S_337	présentatique	présentatique	nom	V	0
S_338	procréationniste	procréationniste	nom	V	0
S_339	procréationniste	procréationniste	nom	V	0
S_340	proratiser	proratiser	verbe	VINF	1
S_341	proratisé	proratisé	verbe	ADJ	0
S_342	proratise	proratise	verbe	V	1
S_343	proratise	proratise	verbe	V	1
S_344	proratise	proratise	verbe	VPP	1
S_345	proratise	proratise	verbe	V	1
S_346	racolable	racolable	verbe	V	1
S_347	racolable	racolable	verbe	V	1
S_348	RDQ	RDQ	nom	NPP	0
S_349	RDQ	RDQ	nom	NPP	0
S_350	RDQ	RDQ	nom	NPP	0
S_351	RDQ	RDQ	nom	NPP	0
S_352	RDQ	RDQ	nom	NPP	0
S_353	réabstenu	réabstenu	verbe	VPP	1
S_354	réabstenir	réabstenir	verbe	VINF	1
S_355	réadvenir	réadvenir	verbe	NC	0
S_356	rebilanter	rebilanter	verbe	VINF	1
S_357	Redéfumer	Redéfumer	verbe	NPP	0
S_358	redéfumer	redéfumer	verbe	VINF	1
S_359	redéfumer	redéfumer	verbe	VINF	1
S_360	reparesse	reparesse	verbe	V	1
S_361	représidentialisation	représidentialisation	nom	NC	1
S_362	Réseauter	Réseauter	verbe	NPP	0
S_363	Sarkoland	Sarkoland	nom	NPP	0
S_364	Sarkoland	Sarkoland	nom	NPP	0
S_365	sarkophobie	sarkophobie	nom	V	0
S_366	sarkophobie	sarkophobie	nom	NPP	0
S_367	sarkophobie	sarkophobie	nom	NPP	0
S_368	schtroumpfitude	schtroumpfitude	nom	NC	1
S_369	seniornaute	seniornaute	nom	V	0
S_370	sexyment	sexyment	adv	NC	0
S_371	sexyment	sexyment	adv	V	0
S_372	surencadré	surencadré	verbe	P	0
S_373	surencadrer	surencadrer	verbe	VINF	1
S_374	surencadrer	surencadrer	verbe	VINF	1
S_375	surencadrer	surencadrer	verbe	VINF	1
S_376	talentuosissime	talentuosissime	adj	V	0
S_377	téléchargeabilité	téléchargeabilité	nom	NC	1
S_378	téléversé	téléversé	verbe	NPP	0
S_379	transfrontaliers	transfrontaliers	adj	ADJ	1
S_379	transfrontalière	transfrontalière	adj	ADJ	1
S_380	trappée	trappée	verbe	VPP	1
S_381	trollesque	trollesque	adj	V	0
S_382	twittérature	twittérature	nom	V	0
S_383	twittérature	twittérature	nom	NC	1
S_384	twittérature	twittérature	nom	NPP	0
S_385	twittérature	twittérature	nom	V	0
S_386	twittérature	twittérature	nom	NPP	0
S_387	twittérature	twittérature	nom	NPP	0
S_388	twittérature	twittérature	nom	NC	1
S_389	twittérature	twittérature	nom	V	0
S_390	twittérature	twittérature	nom	NC	1
S_391	twittérature	twittérature	nom	NPP	0
S_392	twittérature	twittérature	nom	P	0
S_393	twittérature	twittérature	nom	NC	1
S_394	twittérature	twittérature	nom	NC	1
S_395	twittérature	twittérature	nom	NC	1
S_396	twittérature	twittérature	nom	V	0
S_397	twittérature	twittérature	nom	NPP	0
S_398	twittérature	twittérature	nom	NC	1
S_399	twittérature	twittérature	nom	V	0
S_400	twittérature	twittérature	nom	V	0
S_401	twittérature	twittérature	nom	V	0
S_402	twittérature	twittérature	nom	NC	1
S_403	twittérature	twittérature	nom	NC	1
S_404	twittérature	twittérature	nom	NPP	0
S_405	twittérature	twittérature	nom	V	0
S_406	vendredite	vendredite	nom	V	0
S_407	vendredite	vendredite	nom	V	0
S_408	vivre ensemble	vivre ensemble	locution: nom, adverbe	VINF ADV	0
S_409	webdocumentaire	webdocumentaire	nom	NC	1
S_410	webdocumentaire	webdocumentaire	nom	ADJ	0
S_411	webdocumentaire	webdocumentaire	nom	ADJ	0
S_412	webdocumentaire	webdocumentaire	nom	NPP	0
S_413	webdocumentaires	webdocumentaires	nom	NC	1
S_414	webdocumentaire	webdocumentaire	nom	ADJ	0
S_415	Webdocumentaire	Webdocumentaire	nom	NPP	0
S_416	webdocumentaire	webdocumentaire	nom	ADJ	0
S_417	wikipédiholisme	wikipédiholisme	nom	NPP	0
S_418	zérotième	zérotième	adj	ADJ	1
S_419	zérotième	zérotième	adj	ADJ	1
S_420	zérotième	zérotième	adj	ADJ	1
S_421	zlataner	zlataner	verbe	NPP	0
S_422	zlataner	zlataner	verbe	NPP	0
S_423	zlataner	zlataner	verbe	NPP	0
S_424	zlataner	zlataner	verbe	NPP	0
S_425	zlatanmania	zlatanmania	nom	NPP	0
S_426	zlatanmania	zlatanmania	nom	NPP	0
S_427	zlatanner	zlatanner	verbe	VINF	1
S_428	zlatanne	zlatanne	verbe	NPP	0
S_429	zlatanne	zlatanne	verbe	NPP	0
S_430	zlatanné	zlatanné	verbe	VPP	1
S_431	zythologie	zythologie	nom	NC	1
S_432	zythologues	zythologues	nom	NPP	0
S_433	zythologie	zythologie	nom	NPP	0
S_434	zythologue	zythologue	nom	ADJ	0
S_435	zythologues	zythologues	nom	NPP	0
S_436	zythologue	zythologue	nom	ADJ	0
S_437	zythologue	zythologue	nom	NPP	0
