s_id	g_word	t_word	g_pos	t_pos	correct?
S_80	carburoculture	carburoculture	nom	N	1
S_81	carburoculture	carburoculture	nom	N	1
S_82	carburoculture	carburoculture	nom	N	1
S_83	carburoculture	carburoculture	nom	N	1
S_84	carburoculture	carburoculture	nom	N	1
S_85	carburoculture	carburoculture	nom	N	1
S_86	civilianisation	civilianisation	nom	N	1
S_87	civilianisation	civilianisation	nom	N	1
S_88	clivants	clivants	adj	A	1
S_89	clivant	clivant	adj	A	1
S_90	clivants	clivants	adj	A	1
S_91	clivants	clivants	adj	A	1
S_92	clivé	clivé	verbe	V	1
S_93	cliver	cliver	verbe	V	1
S_94	Colisage	Colisage	nom	N	1
S_95	colisage	colisage	nom	N	1
S_96	Colisage	Colisage	nom	N	1
S_97	colisage	colisage	nom	N	1
S_98	colloquite	colloquite	nom	N	1
S_99	communalisme	communalisme	nom	N	1
S_100	communalisme	communalisme	nom	N	1
S_101	communalisme	communalisme	nom	N	1
S_102	compenser carbone	compenser carbone	locution: verbe, nom	V N	1
S_103	consoliers	consoliers	nom	N	1
S_104	consoliers	consoliers	nom	N	1
S_105	consolier	consolier	nom	N	1
S_106	consoliers	consoliers	nom	N	1
S_107	consoliers	consoliers	nom	N	1
S_108	consoliers	consoliers	nom	N	1
S_109	consoliers	consoliers	nom	N	1
S_110	courrielleur	courrielleur	nom	N	1
S_111	courrielleur	courrielleur	nom	N	1
S_112	cssise	cssise	verbe	V	1
S_113	cssisé	cssisé	verbe	V	1
S_114	CSSisé	CSSisé	verbe	A	0
S_115	CSSiser	CSSiser	verbe	V	1
S_116	CSSiser	CSSiser	verbe	V	1
S_117	cythérographes	cythérographes	nom	N	1
S_118	décoristo	décoristo	nom	N	1
S_119	décoristo	décoristo	nom	N	1
S_120	décoristo	décoristo	nom	N	1
S_121	décoristo	décoristo	nom	N	1
S_122	décoristo	décoristo	nom	N	1
S_123	décoristo	décoristo	nom	N	1
S_124	décrédibilisation	décrédibilisation	nom	N	1
S_125	dégenrer	dégenrer	verbe	V	1
S_126	dégringouline	dégringouline	verbe	A	0
S_127	dégringouline	dégringouline	verbe	V	1
S_128	DÉPARENTALISATION	DÉPARENTALISATION	nom	N	1
S_129	déparentalisation	déparentalisation	nom	N	1
S_130	déparentalisation	déparentalisation	nom	N	1
S_131	déparentalisation	déparentalisation	nom	N	1
S_132	déparentalisation	déparentalisation	nom	N	1
S_133	déparentalisation	déparentalisation	nom	N	1
S_134	déparentalisation	déparentalisation	nom	N	1
S_135	déparentalisation	déparentalisation	nom	N	1
S_136	déparentalisation	déparentalisation	nom	N	1
S_137	déparentalisation	déparentalisation	nom	N	1
S_138	déparentalisation	déparentalisation	nom	N	1
S_139	déparentalisation	déparentalisation	nom	N	1
S_140	déparentalisation	déparentalisation	nom	N	1
S_141	déparentalisait	déparentalisait	verbe	V	1
S_142	désécuritisation	désécuritisation	nom	N	1
S_143	désécuritisation	désécuritisation	nom	N	1
S_144	désécuritisation	désécuritisation	nom	N	1
S_145	discrétisation	discrétisation	nom	N	1
S_146	Disponibiliser	Disponibiliser	verbe	V	1
S_147	Disponibiliser	Disponibiliser	verbe	V	1
S_148	disponibiliser	disponibiliser	verbe	V	1
S_149	doulas	doulas	nom	N	1
S_150	doulas	doulas	nom	N	1
S_151	Doula	Doula	nom	N	1
S_151	doulas	doulas	nom	N	1
S_152	doulas	doulas	nom	N	1
S_153	doulas	doulas	nom	N	1
S_154	doulas	doulas	nom	N	1
S_155	égosilleur	égosilleur	nom	N	1
S_156	égosilleur	égosilleur	nom	N	1
S_157	eRRogène	eRRogène	adj	N	0
S_158	errogène	errogène	adj	A	1
S_159	eurolâtres	eurolâtres	nom	N	1
S_160	face-kini	face-kini	nom	N	1
S_161	face-kinis	face-kinis	nom	V	0
S_162	face-kini	face-kini	nom	N	1
S_163	face-kini	face-kini	nom	N	1
S_164	face-kini	face-kini	nom	N	1
S_165	fadettes	fadettes	nom	N	1
S_166	fadettes	fadettes	nom	N	1
S_167	fadettes	fadettes	nom	N	1
S_168	fadettes	fadettes	nom	N	1
S_169	fadettes	fadettes	nom	N	1
S_170	fadettes	fadettes	nom	N	1
S_171	fadette	fadette	nom	N	1
S_172	fadettes	fadettes	nom	N	1
S_173	fashionista	fashionista	nom	N	1
S_174	Felin	Felin	nom	N	1
S_175	Felin	Felin	nom	ET	0
S_176	Felin	Felin	nom	N	1
S_177	Felin	Felin	nom	N	1
S_178	Felin	Felin	nom	N	1
S_179	Felin	Felin	nom	N	1
S_180	Felin	Felin	nom	N	1
S_181	féminicides	féminicides	nom	N	1
S_182	féminicides	féminicides	nom	N	1
S_183	féminicide	féminicide	nom	N	1
S_183	féminicides	féminicides	nom	N	1
S_184	féminicides	féminicides	nom	N	1
S_185	féminicide	féminicide	nom	N	1
S_186	féminicide	féminicide	nom	A	0
S_187	féminicide	féminicide	nom	N	1
S_188	féminicide	féminicide	nom	N	1
S_189	féminicide	féminicide	nom	N	1
S_190	féminicide	féminicide	nom	N	1
S_190	féminicides	féminicides	nom	N	1
S_191	féminicides	féminicides	nom	N	1
S_192	féminicides	féminicides	nom	N	1
S_193	féminicides	féminicides	nom	N	1
S_194	féminicides	féminicides	nom	N	1
S_195	fenêtres pop up	fenêtres pop up	locution: nom, nom	N ET ET	0
S_196	fillonistes	fillonistes	nom	A	0
S_197	flexisexuel	flexisexuel	adj	A	1
S_198	flexisexuelles	flexisexuelles	adj	A	1
S_199	flexisexuelle	flexisexuelle	adj	A	1
S_200	frontnationalise	frontnationalise	verbe	A	0
S_201	frontnationaliser	frontnationaliser	verbe	V	1
S_202	fuité	fuité	verbe	V	1
S_203	gentrification	gentrification	nom	N	1
S_204	gentrification	gentrification	nom	N	1
S_205	google-iser	google-iser	verbe	V	1
S_206	google-iser	google-iser	verbe	V	1
S_207	google-iser	google-iser	verbe	V	1
S_208	googler	googler	verbe	V	1
S_209	Grenelle	Grenelle	nom	N	1
S_210	Grenelle	Grenelle	nom	N	1
S_211	Grenelles	Grenelles	nom	N	1
S_212	Grenelle	Grenelle	nom	N	1
S_213	Grenelle	Grenelle	nom	N	1
S_214	Grenelle	Grenelle	nom	N	1
S_215	Grepper	Grepper	verbe	V	1
S_216	gréviculture	gréviculture	nom	N	1
S_217	guérillériste	guérillériste	adj	A	1
S_218	hacktivé	hacktivé	verbe	V	1
S_219	houspillable	houspillable	adj	A	1
S_220	inchino	inchino	nom	A	0
S_221	inchino	l'inchino	nom	A	0
S_222	inchino	inchino	nom	A	0
S_223	infonuagique	l'infonuagique	nom	A	0
S_224	infonuagique	l'infonuagique	nom	A	0
S_225	infonuagique	l'infonuagique	nom	N	1
S_226	infonuagique	l'infonuagique	nom	N	1
S_227	infonuagiques	infonuagiques	adj	A	1
S_228	innumérisme	l'innumérisme	nom	N	1
S_229	innumérisme	l'innumérisme	nom	N	1
S_230	internetaire	internetaire	adj	A	1
S_231	islamo-complaisants	islamo-complaisants	adj	A	1
S_232	islamosceptique	islamosceptique	adj	A	1
S_233	islamosceptique	islamosceptique	adj	A	1
S_234	islamosceptique	d'islamosceptique	adj	A	1
S_235	Islamo sceptique	Islamo sceptique	adj	N A	0
S_236	islandisation	l'islandisation	nom	N	1
S_237	islandisation	l'islandisation	nom	N	1
S_238	islandisation	L'islandisation	nom	N	1
S_239	islandisation	L'islandisation	nom	N	1
S_240	libertarien 	libertarien	nom	N	1
S_241	logithèque	logithèque	nom	N	1
S_242	logithèque	logithèque	nom	N	1
S_243	logithèque	logithèque	nom	N	1
S_244	luxèse	luxèse	nom	N	1
S_245	luxèse	luxèse	nom	N	1
S_246	Luxèse	Luxèse	nom	N	1
S_247	luxèse	luxèse	nom	N	1
S_248	luxèse	luxèse	nom	N	1
S_249	mandature	mandature	nom	N	1
S_250	Marie-Chantal	Marie-Chantal	nom	N	1
S_251	Marie-Chantal	Marie-Chantal	nom	N	1
S_252	MARIE-CHANTAL	MARIE-CHANTAL	nom	N	1
S_253	Marie Chantaleries	Marie Chantaleries	nom	N N	1
S_254	marie-chantalerie	marie-chantalerie	nom	N	1
S_255	marinistes	marinistes	nom	A	0
S_256	mariniste	mariniste	adj	A	1
S_257	médiévalgie	médiévalgie	nom	N	1
S_258	médiévalgie	médiévalgie	nom	N	1
S_259	médiévalgie	médiévalgie	nom	N	1
S_260	mémorette	mémorette	nom	N	1
S_261	Mères-fouettardes	Mères-fouettardes	MWE: nom, adj	N	0
S_262	Mère fouettarde	Mère fouettarde	MWE: nom, adj	N A	1
S_263	mère fouettarde	mère fouettarde	MWE: nom, adj	N A	1
S_264	mileuriste	mileuriste	adj	A	1
S_265	mileuriste	mileuriste	nom	N	1
S_266	moinssoyer	moinssoyer	verbe	V	1
S_267	morpho-coiffure	morpho-coiffure	nom	N	1
S_268	moucheurs	moucheurs	nom	N	1
S_269	moucheurs	moucheurs	nom	N	1
S_270	moucheurs	moucheurs	nom	N	1
S_271	moucheur	moucheur	nom	N	1
S_272	moucheurs	moucheurs	nom	N	1
S_273	moucheurs	moucheurs	nom	N	1
S_274	moucheur	moucheur	nom	N	1
S_275	moucheurs	moucheurs	nom	N	1
S_276	mythonner	mythonner	verbe	V	1
S_277	mythonner	mythonner	verbe	V	1
S_278	mythonner	mythonner	verbe	V	1
S_279	néo-nomadisme	néo-nomadisme	nom	N	1
S_280	néo-nomadisme	néo-nomadisme	nom	N	1
S_281	néo-nomadisme	néo-nomadisme	nom	N	1
S_282	néo-nomadisme	néo-nomadisme	nom	N	1
S_283	néologiser	néologiser	verbe	V	1
S_284	obamalâtre	obamalâtre	adj	A	1
S_285	obamalâtrie	l'obamalâtrie	nom	N	1
S_286	ostéophone	l'ostéophone	nom	A	0
S_287	ostéophone	l'ostéophone	nom	A	0
S_288	papandréouter	papandréouter	verbe	V	1
S_289	paparazzer	paparazzer	verbe	V	1
S_290	pégomanie	pégomanie	nom	N	1
S_291	people	people	nom	ET	0
S_292	people	people	nom	ET	0
S_293	people	people	nom	ET	0
S_294	people	people	adj	ET	0
S_295	philanthrocapitalisme	philanthrocapitalisme	nom	N	1
S_296	philanthrocapitalisme	philanthrocapitalisme	nom	N	1
S_297	philanthrocapitalisme	philanthrocapitalisme	nom	N	1
S_298	photophone	photophone	nom	N	1
S_299	photophone	photophone	nom	N	1
S_300	photophone	photophone	nom	N	1
S_301	photophone	photophone	nom	N	1
S_302	photophone	photophone	nom	N	1
S_303	photophone	photophone	nom	N	1
S_304	pipeautable	pipeautable	adj	A	1
S_305	pipole	pipole	adj	N	0
S_306	pipole	pipole	adj	N	0
S_307	pipole	pipole	adj	N	0
S_308	pipole	pipole	adj	N	0
S_309	pipole	pipole	adj	N	0
S_310	pipole	pipole	adj	N	0
S_311	pipole	pipole	adj	N	0
S_312	pipole	pipole	adj	N	0
S_313	pipole	pipole	adj	N	0
S_314	pipole	pipole	adj	N	0
S_315	pipole	pipole	adj	N	0
S_316	pipoles	pipoles	adj	N	0
S_317	pipole	pipole	adj	N	0
S_318	pipole	pipole	adj	N	0
S_319	pipole	pipole	adj	N	0
S_320	pipole	pipole	adj	N	0
S_321	pipole	pipole	adj	N	0
S_322	pipole	pipole	adj	A	1
S_323	pipole	pipole	adj	N	0
S_324	pipole	pipole	adj	N	0
S_325	pipole	pipole	adj	N	0
S_326	pipole	pipole	adj	N	0
S_327	pipole	pipole	adj	N	0
S_328	pipole	pipole	adj	N	0
S_329	pipole	pipole	adj	N	0
S_330	pipole	pipole	adj	N	0
S_331	plutonisé	plutonisé	verbe	V	1
S_332	précautionnisme	précautionnisme	nom	N	1
S_333	précautionnisme	précautionnisme	nom	N	1
S_334	précautionnisme	précautionnisme	nom	N	1
S_335	présentatique	présentatique	nom	N	1
S_336	présentatique	présentatique	nom	N	1
S_337	présentatique	présentatique	nom	N	1
S_338	procréationniste	procréationniste	nom	A	0
S_339	procréationniste	procréationniste	nom	A	0
S_340	proratiser	proratiser	verbe	V	1
S_341	proratisé	proratisé	verbe	V	1
S_342	proratise	proratise	verbe	V	1
S_343	proratise	proratise	verbe	V	1
S_344	proratise	proratise	verbe	V	1
S_345	proratise	proratise	verbe	V	1
S_346	racolable	racolable	verbe	A	0
S_347	racolable	racolable	verbe	A	0
S_348	RDQ	RDQ	nom	N	1
S_349	RDQ	RDQ	nom	N	1
S_350	RDQ	RDQ	nom	N	1
S_351	RDQ	RDQ	nom	N	1
S_352	RDQ	RDQ	nom	N	1
S_353	réabstenu	réabstenu	verbe	V	1
S_354	réabstenir	réabstenir	verbe	V	1
S_355	réadvenir	pouvant-réadvenir	verbe	N	0
S_356	rebilanter	rebilanter	verbe	V	1
S_357	Redéfumer	Redéfumer	verbe	V	1
S_358	redéfumer	redéfumer	verbe	V	1
S_359	redéfumer	redéfumer	verbe	V	1
S_360	reparesse	reparesse	verbe	V	1
S_361	représidentialisation	représidentialisation	nom	N	1
S_362	Réseauter	Réseauter	verbe	V	1
S_363	Sarkoland	Sarkoland	nom	N	1
S_364	Sarkoland	Sarkoland	nom	N	1
S_365	sarkophobie	sarkophobie	nom	N	1
S_366	sarkophobie	sarkophobie	nom	N	1
S_367	sarkophobie	sarkophobie	nom	N	1
S_368	schtroumpfitude	schtroumpfitude	nom	N	1
S_369	seniornaute	seniornaute	nom	N	1
S_370	sexyment	sexyment	adv	ADV	1
S_371	sexyment	sexyment	adv	ADV	1
S_372	surencadré	surencadré	verbe	V	1
S_373	surencadrer	surencadrer	verbe	V	1
S_374	surencadrer	surencadrer	verbe	N	0
S_375	surencadrer	surencadrer	verbe	V	1
S_376	talentuosissime	talentuosissime	adj	A	1
S_377	téléchargeabilité	téléchargeabilité	nom	N	1
S_378	téléversé	téléversé	verbe	V	1
S_379	transfrontaliers	transfrontaliers	adj	A	1
S_379	transfrontalière	transfrontalière	adj	A	1
S_380	trappée	trappée	verbe	V	1
S_381	trollesque	trollesque	adj	A	1
S_382	twittérature	twittérature	nom	N	1
S_383	twittérature	twittérature	nom	N	1
S_384	twittérature	twittérature	nom	N	1
S_385	twittérature	twittérature	nom	N	1
S_386	twittérature	twittérature	nom	N	1
S_387	twittérature	twittérature	nom	N	1
S_388	twittérature	twittérature	nom	N	1
S_389	twittérature	twittérature	nom	N	1
S_390	twittérature	twittérature	nom	N	1
S_391	twittérature	twittérature	nom	N	1
S_392	twittérature	twittérature	nom	N	1
S_393	twittérature	twittérature	nom	N	1
S_394	twittérature	twittérature	nom	N	1
S_395	twittérature	twittérature	nom	N	1
S_396	twittérature	twittérature	nom	N	1
S_397	twittérature	twittérature	nom	N	1
S_398	twittérature	twittérature	nom	N	1
S_399	twittérature	twittérature	nom	N	1
S_400	twittérature	twittérature	nom	N	1
S_401	twittérature	twittérature	nom	N	1
S_402	twittérature	twittérature	nom	N	1
S_403	twittérature	twittérature	nom	N	1
S_404	twittérature	twittérature	nom	N	1
S_405	twittérature	twittérature	nom	N	1
S_406	vendredite	vendredite	nom	N	1
S_407	vendredite	vendredite	nom	N	1
S_408	vivre ensemble	vivre ensemble	locution: nom, adverbe	V ADV	0
S_409	webdocumentaire	webdocumentaire	nom	N	1
S_410	webdocumentaire	webdocumentaire	nom	N	1
S_411	webdocumentaire	webdocumentaire	nom	N	1
S_412	webdocumentaire	webdocumentaire	nom	N	1
S_413	webdocumentaires	webdocumentaires	nom	ET	0
S_414	webdocumentaire	webdocumentaire	nom	N	1
S_415	Webdocumentaire	Webdocumentaire	nom	N	1
S_416	webdocumentaire	webdocumentaire	nom	N	1
S_417	wikipédiholisme	wikipédiholisme	nom	N	1
S_418	zérotième	zérotième	adj	A	1
S_419	zérotième	zérotième	adj	A	1
S_420	zérotième	zérotième	adj	A	1
S_421	zlataner	zlataner	verbe	V	1
S_422	zlataner	zlataner	verbe	V	1
S_423	zlataner	zlataner	verbe	V	1
S_424	zlataner	zlataner	verbe	V	1
S_425	zlatanmania	zlatanmania	nom	N	1
S_426	zlatanmania	zlatanmania	nom	N	1
S_427	zlatanner	zlatanner	verbe	V	1
S_428	zlatanne	zlatanne	verbe	V	1
S_429	zlatanne	zlatanne	verbe	N	0
S_430	zlatanné	zlatanné	verbe	V	1
S_431	zythologie	zythologie	nom	N	1
S_432	zythologues	zythologues	nom	N	1
S_433	zythologie	zythologie	nom	N	1
S_434	zythologue	zythologue	nom	N	1
S_435	zythologues	zythologues	nom	N	1
S_436	zythologue	zythologue	nom	N	1
S_437	zythologue	zythologue	nom	N	1
