s_id	g_word	t_word	g_pos	t_pos	correct?
S_164	face-kini	.	nom	YPFOR	0
S_165	fadettes	fadettes	nom	NFP	1
S_166	fadettes	fadettes	nom	NFP	1
S_167	fadettes	fadettes	nom	NFP	1
S_168	fadettes	fadettes	nom	NFP	1
S_169	fadettes	fadettes	nom	NFP	1
S_170	fadettes	fadettes	nom	NFP	1
S_171	fadette	fadette	nom	NFS	1
S_172	fadettes	fadettes	nom	NFP	1
S_173	fashionista	fashionista	nom	NFS	1
S_174	Felin	Felin	nom	MOTINC	0
S_175	Felin	Felin	nom	MOTINC	0
S_176	Felin	Felin	nom	MOTINC	0
S_177	Felin	Felin	nom	MOTINC	0
S_178	Felin	Felin	nom	MOTINC	0
S_179	Felin	Felin	nom	MOTINC	0
S_180	Felin	Felin	nom	MOTINC	0
S_181	féminicides	féminicides	nom	AFP	0
S_182	féminicides	féminicides	nom	AFP	0
S_183	féminicide	féminicide	nom	AFS	0
S_183	féminicides	féminicides	nom	AFP	0
S_184	féminicides	féminicides	nom	NMP	1
S_185	féminicide	féminicide	nom	AFS	0
S_186	féminicide	féminicide	nom	AFS	0
S_187	féminicide	féminicide	nom	NMS	1
S_188	féminicide	féminicide	nom	NMS	1
S_189	féminicide	féminicide	nom	NMS	1
S_190	féminicide	féminicide	nom	NMS	1
S_190	féminicides	féminicides	nom	NMP	1
S_191	féminicides	féminicides	nom	NMP	1
S_192	féminicides	féminicides	nom	NMP	1
S_193	féminicides	féminicides	nom	NMP	1
S_194	féminicides	féminicides	nom	NMP	1
S_195	fenêtres pop up	fenêtres pop up	locution: nom, nom	NFP AFP AFP	0
S_196	fillonistes	fillonistes	nom	NFP	1
S_197	flexisexuel	flexisexuel	adj	AMS	1
S_198	flexisexuelles	flexisexuelles	adj	NFP	0
S_199	flexisexuelle	flexisexuelle	adj	AFS	1
S_200	frontnationalise	frontnationalise	verbe	NFS	0
S_201	frontnationaliser	frontnationaliser	verbe	VINF	1
S_202	fuité	fuité	verbe	VPPMS	1
S_203	gentrification	gentrification	nom	NFS	1
S_204	gentrification	gentrification	nom	NFS	1
S_205	google-iser	!	verbe	YPFOR	0
S_206	google-iser	.	verbe	YPFOR	0
S_207	google-iser	.	verbe	YPFOR	0
S_208	googler	googler	verbe	VINF	1
S_209	Grenelle	Grenelle	nom	MOTINC	0
S_210	Grenelle	Grenelle	nom	MOTINC	0
S_211	Grenelles	Grenelles	nom	MOTINC	0
S_212	Grenelle	Grenelle	nom	MOTINC	0
S_213	Grenelle	Grenelle	nom	MOTINC	0
S_214	Grenelle	Grenelle	nom	MOTINC	0
S_215	Grepper	grepper	verbe	VINF	1
S_216	gréviculture	gréviculture	nom	NFS	1
S_217	guérillériste	guérillériste	adj	AFS	1
S_218	hacktivé	hacktivé	verbe	AMS	0
S_219	houspillable	houspillable	adj	AFS	1
S_220	inchino	inchino	nom	NMS	1
S_221	inchino	inchino	nom	NMS	1
S_222	inchino	inchino	nom	NMS	1
S_223	infonuagique	infonuagique	nom	AFS	0
S_224	infonuagique	infonuagique	nom	AFS	0
S_225	infonuagique	infonuagique	nom	NFS	1
S_226	infonuagique	infonuagique	nom	AFS	0
S_227	infonuagiques	infonuagiques	adj	AFP	1
S_228	innumérisme	innumérisme	nom	NMS	1
S_229	innumérisme	innumérisme	nom	NMS	1
S_230	internetaire	internetaire	adj	AFS	1
S_231	islamo-complaisants	.	adj	YPFOR	0
S_232	islamosceptique	islamosceptique	adj	AFS	1
S_233	islamosceptique	islamosceptique	adj	AFS	1
S_234	islamosceptique	islamosceptique	adj	NFS	0
S_235	Islamo sceptique	islamo sceptique	adj	NMS AMS	0
S_236	islandisation	islandisation	nom	NFS	1
S_237	islandisation	islandisation	nom	NFS	1
S_238	islandisation	islandisation	nom	NFS	1
S_239	islandisation	islandisation	nom	NFS	1
S_240	libertarien 	libertarien	nom	NMS	1
S_241	logithèque	logithèque	nom	NFS	1
S_242	logithèque	logithèque	nom	NFS	1
S_243	logithèque	logithèque	nom	NFS	1
S_244	luxèse	luxèse	nom	NFS	1
S_245	luxèse	luxèse	nom	NFS	1
S_246	Luxèse	luxèse	nom	NFS	1
S_247	luxèse	luxèse	nom	NFS	1
S_248	luxèse	luxèse	nom	NFS	1
S_249	mandature	mandature	nom	NFS	1
S_250	Marie-Chantal	.	nom	YPFOR	0
S_251	Marie-Chantal	.	nom	YPFOR	0
S_252	MARIE-CHANTAL	!	nom	YPFOR	0
S_253	Marie Chantaleries	Marie Chantaleries	nom	XPREF MOTINC	0
S_254	marie-chantalerie	.	nom	YPFOR	0
S_255	marinistes	marinistes	nom	AFP	0
S_256	mariniste	mariniste	adj	AFS	1
S_257	médiévalgie	médiévalgie	nom	NFS	1
S_258	médiévalgie	médiévalgie	nom	NFS	1
S_259	médiévalgie	médiévalgie	nom	NFS	1
S_260	mémorette	mémorette	nom	NFS	1
S_261	Mères-fouettardes	.	MWE: nom, adj	YPFOR	0
S_262	Mère fouettarde	Mère fouettarde	MWE: nom, adj	MOTINC NMS	0
S_263	mère fouettarde	mère fouettarde	MWE: nom, adj	NFS AFS	1
S_264	mileuriste	mileuriste	adj	AFS	1
S_265	mileuriste	mileuriste	nom	NFS	1
S_266	moinssoyer	moinssoyer	verbe	VINF	1
S_267	morpho-coiffure	.	nom	YPFOR	0
S_268	moucheurs	moucheurs	nom	NMP	1
S_269	moucheurs	moucheurs	nom	NMP	1
S_270	moucheurs	moucheurs	nom	NMP	1
S_271	moucheur	moucheur	nom	NMS	1
S_272	moucheurs	moucheurs	nom	NMP	1
S_273	moucheurs	moucheurs	nom	NMP	1
S_274	moucheur	moucheur	nom	NMS	1
S_275	moucheurs	moucheurs	nom	NMP	1
S_276	mythonner	mythonner	verbe	VINF	1
S_277	mythonner	mythonner	verbe	VINF	1
S_278	mythonner	mythonner	verbe	VINF	1
S_279	néo-nomadisme	.	nom	YPFOR	0
S_280	néo-nomadisme	.	nom	YPFOR	0
S_281	néo-nomadisme	.	nom	YPFOR	0
S_282	néo-nomadisme	.	nom	YPFOR	0
S_283	néologiser	néologiser	verbe	VINF	1
S_284	obamalâtre	obamalâtre	adj	NMS	0
S_285	obamalâtrie	obamalâtrie	nom	NMS	1
S_286	ostéophone	ostéophone	nom	NMS	1
S_287	ostéophone	ostéophone	nom	NMS	1
S_288	papandréouter	papandréouter	verbe	VINF	1
S_289	paparazzer	paparazzer	verbe	NMS	0
S_290	pégomanie	pégomanie	nom	NFS	1
S_291	people	people	nom	NMS	1
S_292	people	people	nom	NMP	1
S_293	people	people	nom	NMP	1
S_294	people	people	adj	AFS	1
S_295	philanthrocapitalisme	philanthrocapitalisme	nom	NMS	1
S_296	philanthrocapitalisme	philanthrocapitalisme	nom	NMS	1
S_297	philanthrocapitalisme	philanthrocapitalisme	nom	NMS	1
S_298	photophone	photophone	nom	NMS	1
S_299	photophone	photophone	nom	NMS	1
S_300	photophone	photophone	nom	NMS	1
S_301	photophone	photophone	nom	NMS	1
S_302	photophone	photophone	nom	NMS	1
S_303	photophone	photophone	nom	NMS	1
S_304	pipeautable	pipeautable	adj	AFS	1
S_305	pipole	pipole	adj	NMS	0
S_306	pipole	pipole	adj	NMS	0
S_307	pipole	pipole	adj	NMS	0
S_308	pipole	pipole	adj	NMS	0
S_309	pipole	pipole	adj	NMS	0
S_310	pipole	pipole	adj	NMS	0
S_311	pipole	pipole	adj	NMS	0
S_312	pipole	pipole	adj	NMS	0
S_313	pipole	pipole	adj	NMS	0
S_314	pipole	pipole	adj	NMS	0
S_315	pipole	pipole	adj	NMS	0
S_316	pipoles	pipoles	adj	NFP	0
S_317	pipole	pipole	adj	NMS	0
S_318	pipole	pipole	adj	NMS	0
S_319	pipole	pipole	adj	NMS	0
S_320	pipole	pipole	adj	NMS	0
S_321	pipole	pipole	adj	NMS	0
S_322	pipole	pipole	adj	AFS	1
S_323	pipole	pipole	adj	NFS	0
S_324	pipole	pipole	adj	NMS	0
S_325	pipole	pipole	adj	NMS	0
S_326	pipole	pipole	adj	NMS	0
S_327	pipole	pipole	adj	NMS	0
S_328	pipole	pipole	adj	NFS	0
S_329	pipole	pipole	adj	NMS	0
S_330	pipole	pipole	adj	NMS	0
S_331	plutonisé	plutonisé	verbe	VPPMS	1
S_332	précautionnisme	précautionnisme	nom	NMS	1
S_333	précautionnisme	précautionnisme	nom	NMS	1
S_334	précautionnisme	précautionnisme	nom	NMS	1
S_335	présentatique	présentatique	nom	NFS	1
S_336	présentatique	présentatique	nom	NFS	1
S_337	présentatique	présentatique	nom	NFS	1
S_338	procréationniste	procréationniste	nom	AFS	0
S_339	procréationniste	procréationniste	nom	AFS	0
S_340	proratiser	proratiser	verbe	VINF	1
S_341	proratisé	proratisé	verbe	AMS	0
S_342	proratise	proratise	verbe	V3S	1
S_343	proratise	proratise	verbe	V1S	1
S_344	proratise	proratise	verbe	V1S	1
S_345	proratise	proratise	verbe	V1S	1
S_346	racolable	racolable	verbe	AFS	0
S_347	racolable	racolable	verbe	AFS	0
S_348	RDQ	RDQ	nom	MOTINC	0
S_349	RDQ	RDQ	nom	MOTINC	0
S_350	RDQ	RDQ	nom	MOTINC	0
S_351	RDQ	RDQ	nom	MOTINC	0
S_352	RDQ	RDQ	nom	MOTINC	0
S_353	réabstenu	réabstenu	verbe	VPPMS	1
S_354	réabstenir	réabstenir	verbe	VINF	1
S_355	réadvenir	réadvenir	verbe	VINF	1
S_356	rebilanter	rebilanter	verbe	VINF	1
S_357	Redéfumer	redéfumer	verbe	VINF	1
S_358	redéfumer	redéfumer	verbe	VINF	1
S_359	redéfumer	redéfumer	verbe	VINF	1
S_360	reparesse	reparesse	verbe	V1S	1
S_361	représidentialisation	représidentialisation	nom	NFS	1
S_362	Réseauter	réseauter	verbe	ADV	0
S_363	Sarkoland	Sarkoland	nom	MOTINC	0
S_364	Sarkoland	Sarkoland	nom	MOTINC	0
S_365	sarkophobie	sarkophobie	nom	NFS	1
S_366	sarkophobie	sarkophobie	nom	NFS	1
S_367	sarkophobie	sarkophobie	nom	NFS	1
S_368	schtroumpfitude	schtroumpfitude	nom	NFS	1
S_369	seniornaute	seniornaute	nom	NFS	1
S_370	sexyment	sexyment	adv	NMS	0
S_371	sexyment	sexyment	adv	NMS	0
S_372	surencadré	surencadré	verbe	VPPMS	1
S_373	surencadrer	surencadrer	verbe	VINF	1
S_374	surencadrer	surencadrer	verbe	VINF	1
S_375	surencadrer	surencadrer	verbe	VINF	1
S_376	talentuosissime	talentuosissime	adj	NMS	0
S_377	téléchargeabilité	téléchargeabilité	nom	NFS	1
S_378	téléversé	téléversé	verbe	VPPMS	1
S_379	transfrontaliers	transfrontaliers	adj	AMP	1
S_379	transfrontalière	transfrontalière	adj	AFS	1
S_380	trappée	trappée	verbe	VPPFS	1
S_381	trollesque	trollesque	adj	AFS	1
S_382	twittérature	twittérature	nom	NFS	1
S_383	twittérature	twittérature	nom	NFS	1
S_384	twittérature	twittérature	nom	NFS	1
S_385	twittérature	twittérature	nom	NFS	1
S_386	twittérature	twittérature	nom	NFS	1
S_387	twittérature	twittérature	nom	NFS	1
S_388	twittérature	twittérature	nom	NFS	1
S_389	twittérature	twittérature	nom	NFS	1
S_390	twittérature	twittérature	nom	NFS	1
S_391	twittérature	twittérature	nom	NFS	1
S_392	twittérature	twittérature	nom	NFS	1
S_393	twittérature	twittérature	nom	NFS	1
S_394	twittérature	twittérature	nom	NFS	1
S_395	twittérature	twittérature	nom	NFS	1
S_396	twittérature	twittérature	nom	NFS	1
S_397	twittérature	twittérature	nom	NFS	1
S_398	twittérature	twittérature	nom	NFS	1
S_399	twittérature	twittérature	nom	NFS	1
S_400	twittérature	twittérature	nom	NFS	1
S_401	twittérature	twittérature	nom	NFS	1
S_402	twittérature	twittérature	nom	NFS	1
S_403	twittérature	twittérature	nom	NFS	1
S_404	twittérature	twittérature	nom	NFS	1
S_405	twittérature	twittérature	nom	NFS	1
S_406	vendredite	vendredite	nom	NFS	1
S_407	vendredite	vendredite	nom	NFS	1
S_408	vivre ensemble	vivre ensemble	locution: nom, adverbe	NMS NMS	0
S_409	webdocumentaire	webdocumentaire	nom	NMS	1
S_410	webdocumentaire	webdocumentaire	nom	AFS	0
S_411	webdocumentaire	webdocumentaire	nom	NMS	1
S_412	webdocumentaire	webdocumentaire	nom	NMS	1
S_413	webdocumentaires	webdocumentaires	nom	AFP	0
S_414	webdocumentaire	webdocumentaire	nom	NMS	1
S_415	Webdocumentaire	Webdocumentaire	nom	MOTINC	0
S_416	webdocumentaire	webdocumentaire	nom	NMS	1
S_417	wikipédiholisme	wikipédiholisme	nom	NMS	1
S_418	zérotième	zérotième	adj	AFS	1
S_419	zérotième	zérotième	adj	AFS	1
S_420	zérotième	zérotième	adj	NMS	0
S_421	zlataner	zlataner	verbe	NMS	0
S_422	zlataner	zlataner	verbe	NMS	0
S_423	zlataner	zlataner	verbe	NMS	0
S_424	zlataner	zlataner	verbe	NMS	0
S_425	zlatanmania	zlatanmania	nom	NFS	1
S_426	zlatanmania	zlatanmania	nom	NFS	1
S_427	zlatanner	zlatanner	verbe	VINF	1
S_428	zlatanne	zlatanne	verbe	NFS	0
S_429	zlatanne	zlatanne	verbe	V1S	1
S_430	zlatanné	zlatanné	verbe	AMS	0
S_431	zythologie	zythologie	nom	NFS	1
S_432	zythologues	zythologues	nom	NMP	1
S_433	zythologie	zythologie	nom	NFS	1
S_434	zythologue	zythologue	nom	NMS	1
S_435	zythologues	zythologues	nom	NMP	1
S_436	zythologue	zythologue	nom	NMS	1
S_437	zythologue	zythologue	nom	NMS	1
