s_id	g_word	t_word	g_pos	t_pos	correct?
S_54	battage	battage	nom	ADJ	0
S_55	berlusconisation	berlusconisation	nom	ADJ	0
S_56	berlusconisation	berlusconisation	nom	ADJ	0
S_57	berlusconisation	berlusconisation	nom	ADJ	0
S_58	beuglable	beuglable	adj	ADJ	1
S_59	beurgeois	beurgeois	nom	NC	1
S_60	beurgeoisie	beurgeoisie	nom	NC	1
S_61	beurgeoisie	beurgeoisie	nom	NC	1
S_62	bien-pensisme	bien-pensisme	nom	ADJ	0
S_63	bien-pensisme	bien-pensisme	nom	ADJ	0
S_64	bioaccumulables	bioaccumulables	adj	_ADV	0
S_65	bioaccumulables	bioaccumulables	adj	NC	0
S_66	bioaccumulable	bioaccumulable	adj	NC	0
S_67	bisounourserie	bisounourserie	nom	ADJ	0
S_68	bisounoursitude	bisounoursitude	nom	ADJ	0
S_69	bling-bling	bling-bling	adj	_ADV	0
S_70	bling-bling	bling-bling	adj	NC	0
S_71	blogouiller	blogouiller	verbe	ADJ	0
S_72	bloguesque	bloguesque	adj	_NPP	0
S_73	Bobarder	Bobarder	verbe	NC	0
S_74	bobarder	bobarder	verbe	ET	0
S_75	boboïsation	boboïsation	nom	ADJ	0
S_76	brownesque	brownesque	adj	NC	0
S_77	brownesque	brownesque	adj	NC	0
S_78	canaditude	canaditude	nom	ADJ	0
S_79	capotier	capotier	nom	ADJ	0
S_80	carburoculture	carburoculture	nom	ADJ	0
S_81	carburoculture	carburoculture	nom	ADJ	0
S_82	carburoculture	carburoculture	nom	ADJ	0
S_83	carburoculture	carburoculture	nom	ADJ	0
S_84	carburoculture	carburoculture	nom	ADJ	0
S_85	carburoculture	carburoculture	nom	ADJ	0
S_86	civilianisation	civilianisation	nom	ADJ	0
S_87	civilianisation	civilianisation	nom	ADJ	0
S_88	clivants	clivants	adj	NC	0
S_89	clivant	clivant	adj	NC	0
S_90	clivants	clivants	adj	ADJ	1
S_91	clivants	clivants	adj	ET	0
S_92	clivé	clivé	verbe	_ADV	0
S_93	cliver	cliver	verbe	NC	0
S_94	Colisage	Colisage	nom	_NPP	0
S_95	colisage	colisage	nom	ADJ	0
S_96	Colisage	Colisage	nom	NC	1
S_97	colisage	colisage	nom	ADJ	0
S_98	colloquite	colloquite	nom	ET	0
S_99	communalisme	communalisme	nom	NC	1
S_100	communalisme	communalisme	nom	NC	1
S_101	communalisme	communalisme	nom	_NC	0
S_102	compenser carbone	compenser carbone	locution: verbe, nom	VINF DET	0
S_103	consoliers	consoliers	nom	ADJ	0
S_104	consoliers	consoliers	nom	ADJ	0
S_105	consolier	consolier	nom	ADJ	0
S_106	consoliers	consoliers	nom	ADJ	0
S_107	consoliers	consoliers	nom	ADJ	0
S_108	consoliers	consoliers	nom	ADJ	0
S_109	consoliers	consoliers	nom	_NPP	0
S_110	courrielleur	courrielleur	nom	ADJ	0
S_111	courrielleur	courrielleur	nom	ADJ	0
S_112	cssise	cssise	verbe	NC	0
S_113	cssisé	cssisé	verbe	NC	0
S_114	CSSisé	CSSisé	verbe	_ADV	0
S_115	CSSiser	CSSiser	verbe	_NC	0
S_116	CSSiser	CSSiser	verbe	NC	0
S_117	cythérographes	cythérographes	nom	NC	1
S_118	décoristo	décoristo	nom	NC	1
S_119	décoristo	décoristo	nom	NC	1
S_120	décoristo	décoristo	nom	ADJ	0
S_121	décoristo	décoristo	nom	ADJ	0
S_122	décoristo	décoristo	nom	ADJ	0
S_123	décoristo	décoristo	nom	NC	1
S_124	décrédibilisation	décrédibilisation	nom	ADJ	0
S_125	dégenrer	dégenrer	verbe	ADJ	0
S_126	dégringouline	dégringouline	verbe	NC	0
S_127	dégringouline	dégringouline	verbe	DET	0
S_128	DÉPARENTALISATION	DÉPARENTALISATION	nom	_NC	0
S_129	déparentalisation	déparentalisation	nom	NC	1
S_130	déparentalisation	déparentalisation	nom	ADJ	0
S_131	déparentalisation	déparentalisation	nom	ADJ	0
S_132	déparentalisation	déparentalisation	nom	NC	1
S_133	déparentalisation	déparentalisation	nom	NC	1
S_134	déparentalisation	déparentalisation	nom	NC	1
S_135	déparentalisation	déparentalisation	nom	ADJ	0
S_136	déparentalisation	déparentalisation	nom	ADJ	0
S_137	déparentalisation	déparentalisation	nom	_NC	0
S_138	déparentalisation	déparentalisation	nom	NC	1
S_139	déparentalisation	déparentalisation	nom	NC	1
S_140	déparentalisation	déparentalisation	nom	ADJ	0
S_141	déparentalisait	déparentalisait	verbe	DET	0
S_142	désécuritisation	désécuritisation	nom	ADJ	0
S_143	désécuritisation	désécuritisation	nom	ADJ	0
S_144	désécuritisation	désécuritisation	nom	ADJ	0
S_145	discrétisation	discrétisation	nom	ADJ	0
S_146	Disponibiliser	Disponibiliser	verbe	NC	0
S_147	Disponibiliser	Disponibiliser	verbe	NC	0
S_148	disponibiliser	disponibiliser	verbe	NC	0
S_149	doulas	doulas	nom	ADJ	0
S_150	doulas	doulas	nom	ADJ	0
S_151	Doula	Doula	nom	ET	0
S_151	doulas	doulas	nom	ADJ	0
S_152	doulas	doulas	nom	ADJ	0
S_153	doulas	doulas	nom	ADJ	0
S_154	doulas	doulas	nom	ADJ	0
S_155	égosilleur	égosilleur	nom	ET	0
S_156	égosilleur	égosilleur	nom	_NC	0
S_157	eRRogène	eRRogène	adj	NC	0
S_158	errogène	errogène	adj	NC	0
S_159	eurolâtres	eurolâtres	nom	NC	1
S_160	face-kini	face-kini	nom	ADJ	0
S_161	face-kinis	face-kinis	nom	NC	1
S_162	face-kini	face-kini	nom	ADJ	0
S_163	face-kini	face-kini	nom	ADJ	0
S_164	face-kini	face-kini	nom	ADJ	0
S_165	fadettes	fadettes	nom	ADJ	0
S_166	fadettes	fadettes	nom	ADJ	0
S_167	fadettes	fadettes	nom	NC	1
S_168	fadettes	fadettes	nom	ET	0
S_169	fadettes	fadettes	nom	ADJ	0
S_170	fadettes	fadettes	nom	ADJ	0
S_171	fadette	fadette	nom	ADJ	0
S_172	fadettes	fadettes	nom	ADJ	0
S_173	fashionista	fashionista	nom	ADJ	0
S_174	Felin	Felin	nom	NC	1
S_175	Felin	Felin	nom	NC	1
S_176	Felin	Felin	nom	NC	1
S_177	Felin	Felin	nom	NC	1
S_178	Felin	Felin	nom	NC	1
S_179	Felin	Felin	nom	NC	1
S_180	Felin	Felin	nom	ADJ	0
S_181	féminicides	féminicides	nom	NC	1
S_182	féminicides	féminicides	nom	NC	1
S_183	féminicide	féminicide	nom	NC	1
S_183	féminicides	féminicides	nom	ADJ	0
S_184	féminicides	féminicides	nom	ADJ	0
S_185	féminicide	féminicide	nom	NC	1
S_186	féminicide	féminicide	nom	NC	1
S_187	féminicide	féminicide	nom	ADJ	0
S_188	féminicide	féminicide	nom	ADJ	0
S_189	féminicide	féminicide	nom	ADJ	0
S_190	féminicide	féminicide	nom	ADJ	0
S_190	féminicides	féminicides	nom	ADJ	0
S_191	féminicides	féminicides	nom	ADJ	0
S_192	féminicides	féminicides	nom	ADJ	0
S_193	féminicides	féminicides	nom	ADJ	0
S_194	féminicides	féminicides	nom	ADJ	0
S_195	fenêtres pop up	fenêtres pop up	locution: nom, nom	ET ET ET	0
S_196	fillonistes	fillonistes	nom	ET	0
S_197	flexisexuel	flexisexuel	adj	ET	0
S_198	flexisexuelles	flexisexuelles	adj	ADJ	1
S_199	flexisexuelle	flexisexuelle	adj	NC	0
S_200	frontnationalise	frontnationalise	verbe	NC	0
S_201	frontnationaliser	frontnationaliser	verbe	NC	0
S_202	fuité	fuité	verbe	NC	0
S_203	gentrification	gentrification	nom	ADJ	0
S_204	gentrification	gentrification	nom	V	0
S_205	google-iser	google-iser	verbe	NC	0
S_206	google-iser	google-iser	verbe	ET	0
S_207	google-iser	google-iser	verbe	ADJ	0
S_208	googler	googler	verbe	_NPP	0
S_209	Grenelle	Grenelle	nom	ADJ	0
S_210	Grenelle	Grenelle	nom	ADJ	0
S_211	Grenelles	Grenelles	nom	ADJ	0
S_212	Grenelle	Grenelle	nom	ADJ	0
S_213	Grenelle	Grenelle	nom	ADJ	0
S_214	Grenelle	Grenelle	nom	_NPP	0
S_215	Grepper	Grepper	verbe	NC	0
S_216	gréviculture	gréviculture	nom	ADJ	0
S_217	guérillériste	guérillériste	adj	NC	0
S_218	hacktivé	hacktivé	verbe	_NPP	0
S_219	houspillable	houspillable	adj	NC	0
S_220	inchino	inchino	nom	NC	1
S_221	inchino	inchino	nom	ADJ	0
S_222	inchino	inchino	nom	ADJ	0
S_223	infonuagique	infonuagique	nom	ADJ	0
S_224	infonuagique	infonuagique	nom	ADJ	0
S_225	infonuagique	infonuagique	nom	ADJ	0
S_226	infonuagique	infonuagique	nom	ADJ	0
S_227	infonuagiques	infonuagiques	adj	NC	0
S_228	innumérisme	innumérisme	nom	_NPP	0
S_229	innumérisme	innumérisme	nom	ADJ	0
S_230	internetaire	internetaire	adj	ADJ	1
S_231	islamo-complaisants	islamo-complaisants	adj	NC	0
S_232	islamosceptique	islamosceptique	adj	NC	0
S_233	islamosceptique	islamosceptique	adj	NC	0
S_234	islamosceptique	islamosceptique	adj	ADJ	1
S_235	Islamo sceptique	Islamo sceptique	adj	NC ADJ	0
S_236	islandisation	islandisation	nom	ADJ	0
S_237	islandisation	islandisation	nom	ADJ	0
S_238	islandisation	islandisation	nom	ADJ	0
S_239	islandisation	islandisation	nom	ADJ	0
S_240	libertarien 	libertarien	nom	ADJ	0
S_241	logithèque	logithèque	nom	ADJ	0
S_242	logithèque	logithèque	nom	ADJ	0
S_243	logithèque	logithèque	nom	ADJ	0
S_244	luxèse	luxèse	nom	NC	1
S_245	luxèse	luxèse	nom	NC	1
S_246	Luxèse	Luxèse	nom	NC	1
S_247	luxèse	luxèse	nom	ADJ	0
S_248	luxèse	luxèse	nom	_NC	0
S_249	mandature	mandature	nom	ADJ	0
S_250	Marie-Chantal	Marie-Chantal	nom	ADJ	0
S_251	Marie-Chantal	Marie-Chantal	nom	ADJ	0
S_252	MARIE-CHANTAL	MARIE-CHANTAL	nom	ET	0
S_253	Marie Chantaleries	Marie Chantaleries	nom	ET ET	0
S_254	marie-chantalerie	marie-chantalerie	nom	ADJ	0
S_255	marinistes	marinistes	nom	NC	1
S_256	mariniste	mariniste	adj	NC	0
S_257	médiévalgie	médiévalgie	nom	NC	1
S_258	médiévalgie	médiévalgie	nom	ET	0
S_259	médiévalgie	médiévalgie	nom	ADJ	0
S_260	mémorette	mémorette	nom	_NPP	0
S_261	Mères-fouettardes	Mères-fouettardes	MWE: nom, adj	ADJ	0
S_262	Mère fouettarde	Mère fouettarde	MWE: nom, adj	ET ET	0
S_263	mère fouettarde	mère fouettarde	MWE: nom, adj	ET ET	0
S_264	mileuriste	mileuriste	adj	ET	0
S_265	mileuriste	mileuriste	nom	NC	1
S_266	moinssoyer	moinssoyer	verbe	ADJ	0
S_267	morpho-coiffure	morpho-coiffure	nom	ADJ	0
S_268	moucheurs	moucheurs	nom	NC	1
S_269	moucheurs	moucheurs	nom	ADJ	0
S_270	moucheurs	moucheurs	nom	ADJ	0
S_271	moucheur	moucheur	nom	ADJ	0
S_272	moucheurs	moucheurs	nom	ADJ	0
S_273	moucheurs	moucheurs	nom	ADJ	0
S_274	moucheur	moucheur	nom	ADJ	0
S_275	moucheurs	moucheurs	nom	ADJ	0
S_276	mythonner	mythonner	verbe	_NPP	0
S_277	mythonner	mythonner	verbe	ET	0
S_278	mythonner	mythonner	verbe	ADJ	0
S_279	néo-nomadisme	néo-nomadisme	nom	NC	1
S_280	néo-nomadisme	néo-nomadisme	nom	ADJ	0
S_281	néo-nomadisme	néo-nomadisme	nom	NC	1
S_282	néo-nomadisme	néo-nomadisme	nom	ET	0
S_283	néologiser	néologiser	verbe	ADJ	0
S_284	obamalâtre	obamalâtre	adj	_ADV	0
S_285	obamalâtrie	obamalâtrie	nom	ADJ	0
S_286	ostéophone	ostéophone	nom	ADJ	0
S_287	ostéophone	ostéophone	nom	ADJ	0
S_288	papandréouter	papandréouter	verbe	NC	0
S_289	paparazzer	paparazzer	verbe	NC	0
S_290	pégomanie	pégomanie	nom	ET	0
S_291	people	people	nom	ADJ	0
S_292	people	people	nom	ADJ	0
S_293	people	people	nom	ADJ	0
S_294	people	people	adj	NC	0
S_295	philanthrocapitalisme	philanthrocapitalisme	nom	ET	0
S_296	philanthrocapitalisme	philanthrocapitalisme	nom	NC	1
S_297	philanthrocapitalisme	philanthrocapitalisme	nom	ET	0
S_298	photophone	photophone	nom	ADJ	0
S_299	photophone	photophone	nom	_NC	0
S_300	photophone	photophone	nom	ADJ	0
S_301	photophone	photophone	nom	ADJ	0
S_302	photophone	photophone	nom	ADJ	0
S_303	photophone	photophone	nom	NC	1
S_304	pipeautable	pipeautable	adj	NC	0
S_305	pipole	pipole	adj	_NPP	0
S_306	pipole	pipole	adj	ET	0
S_307	pipole	pipole	adj	ET	0
S_308	pipole	pipole	adj	ET	0
S_309	pipole	pipole	adj	_NC	0
S_310	pipole	pipole	adj	ET	0
S_311	pipole	pipole	adj	ET	0
S_312	pipole	pipole	adj	ET	0
S_313	pipole	pipole	adj	_NC	0
S_314	pipole	pipole	adj	ET	0
S_315	pipole	pipole	adj	ET	0
S_316	pipoles	pipoles	adj	ET	0
S_317	pipole	pipole	adj	_NC	0
S_318	pipole	pipole	adj	_NC	0
S_319	pipole	pipole	adj	ET	0
S_320	pipole	pipole	adj	_NC	0
S_321	pipole	pipole	adj	_NC	0
S_322	pipole	pipole	adj	NC	0
S_323	pipole	pipole	adj	ET	0
S_324	pipole	pipole	adj	_NC	0
S_325	pipole	pipole	adj	ET	0
S_326	pipole	pipole	adj	_NC	0
S_327	pipole	pipole	adj	ET	0
S_328	pipole	pipole	adj	ET	0
S_329	pipole	pipole	adj	ET	0
S_330	pipole	pipole	adj	ET	0
S_331	plutonisé	plutonisé	verbe	NC	0
S_332	précautionnisme	précautionnisme	nom	ADJ	0
S_333	précautionnisme	précautionnisme	nom	ADJ	0
S_334	précautionnisme	précautionnisme	nom	ADJ	0
S_335	présentatique	présentatique	nom	ADJ	0
S_336	présentatique	présentatique	nom	ADJ	0
S_337	présentatique	présentatique	nom	ADJ	0
S_338	procréationniste	procréationniste	nom	NC	1
S_339	procréationniste	procréationniste	nom	_NC	1
S_340	proratiser	proratiser	verbe	NC	0
S_341	proratisé	proratisé	verbe	NC	0
S_342	proratise	proratise	verbe	_ADV	0
S_343	proratise	proratise	verbe	_ADV	0
S_344	proratise	proratise	verbe	DET	0
S_345	proratise	proratise	verbe	DET	0
S_346	racolable	racolable	verbe	ET	0
S_347	racolable	racolable	verbe	NC	0
S_348	RDQ	RDQ	nom	ADJ	0
S_349	RDQ	RDQ	nom	ADJ	0
S_350	RDQ	RDQ	nom	ADJ	0
S_351	RDQ	RDQ	nom	ADJ	0
S_352	RDQ	RDQ	nom	ADJ	0
S_353	réabstenu	réabstenu	verbe	NC	0
S_354	réabstenir	réabstenir	verbe	ADJ	0
S_355	réadvenir	réadvenir	verbe	NC	0
S_356	rebilanter	rebilanter	verbe	NC	0
S_357	Redéfumer	Redéfumer	verbe	NC	0
S_358	redéfumer	redéfumer	verbe	ADJ	0
S_359	redéfumer	redéfumer	verbe	NC	0
S_360	reparesse	reparesse	verbe	DET	0
S_361	représidentialisation	représidentialisation	nom	ADJ	0
S_362	Réseauter	Réseauter	verbe	NC	0
S_363	Sarkoland	Sarkoland	nom	_NC	1
S_364	Sarkoland	Sarkoland	nom	_NPP	0
S_365	sarkophobie	sarkophobie	nom	NC	1
S_366	sarkophobie	sarkophobie	nom	ADJ	0
S_367	sarkophobie	sarkophobie	nom	ADJ	0
S_368	schtroumpfitude	schtroumpfitude	nom	NC	1
S_369	seniornaute	seniornaute	nom	NC	1
S_370	sexyment	sexyment	adv	NC	0
S_371	sexyment	sexyment	adv	ET	0
S_372	surencadré	surencadré	verbe	NC	0
S_373	surencadrer	surencadrer	verbe	ADJ	0
S_374	surencadrer	surencadrer	verbe	ADJ	0
S_375	surencadrer	surencadrer	verbe	NC	0
S_376	talentuosissime	talentuosissime	adj	ADJ	1
S_377	téléchargeabilité	téléchargeabilité	nom	ADJ	0
S_378	téléversé	téléversé	verbe	NC	0
S_379	transfrontaliers	transfrontaliers	adj	ADJ	1
S_379	transfrontalière	transfrontalière	adj	NC	0
S_380	trappée	trappée	verbe	ADJ	0
S_381	trollesque	trollesque	adj	NC	0
S_382	twittérature	twittérature	nom	ADJ	0
S_383	twittérature	twittérature	nom	ADJ	0
S_384	twittérature	twittérature	nom	ADJ	0
S_385	twittérature	twittérature	nom	_NC	1
S_386	twittérature	twittérature	nom	_NPP	0
S_387	twittérature	twittérature	nom	ADJ	0
S_388	twittérature	twittérature	nom	ADJ	0
S_389	twittérature	twittérature	nom	ADJ	0
S_390	twittérature	twittérature	nom	ADJ	0
S_391	twittérature	twittérature	nom	_NPP	0
S_392	twittérature	twittérature	nom	ADJ	0
S_393	twittérature	twittérature	nom	ADJ	0
S_394	twittérature	twittérature	nom	ADJ	0
S_395	twittérature	twittérature	nom	ADJ	0
S_396	twittérature	twittérature	nom	NC	1
S_397	twittérature	twittérature	nom	_NPP	0
S_398	twittérature	twittérature	nom	ADJ	0
S_399	twittérature	twittérature	nom	ADJ	0
S_400	twittérature	twittérature	nom	ET	0
S_401	twittérature	twittérature	nom	ADJ	0
S_402	twittérature	twittérature	nom	NC	1
S_403	twittérature	twittérature	nom	ADJ	0
S_404	twittérature	twittérature	nom	NC	1
S_405	twittérature	twittérature	nom	ADJ	0
S_406	vendredite	vendredite	nom	ADJ	0
S_407	vendredite	vendredite	nom	ADJ	0
S_408	vivre ensemble	vivre ensemble	locution: nom, adverbe	VINF ADV	0
S_409	webdocumentaire	webdocumentaire	nom	_NC	1
S_410	webdocumentaire	webdocumentaire	nom	_NC	1
S_411	webdocumentaire	webdocumentaire	nom	ADJ	0
S_412	webdocumentaire	webdocumentaire	nom	ADJ	0
S_413	webdocumentaires	webdocumentaires	nom	NC	1
S_414	webdocumentaire	webdocumentaire	nom	ADJ	0
S_415	Webdocumentaire	Webdocumentaire	nom	ADJ	0
S_416	webdocumentaire	webdocumentaire	nom	ADJ	0
S_417	wikipédiholisme	wikipédiholisme	nom	ADJ	0
S_418	zérotième	zérotième	adj	ADJ	1
S_419	zérotième	zérotième	adj	ADV	0
S_420	zérotième	zérotième	adj	ADJ	1
S_421	zlataner	zlataner	verbe	ET	0
S_422	zlataner	zlataner	verbe	ET	0
S_423	zlataner	zlataner	verbe	ET	0
S_424	zlataner	zlataner	verbe	NC	0
S_425	zlatanmania	zlatanmania	nom	ADJ	0
S_426	zlatanmania	zlatanmania	nom	ADJ	0
S_427	zlatanner	zlatanner	verbe	DET	0
S_428	zlatanne	zlatanne	verbe	ADJ	0
S_429	zlatanne	zlatanne	verbe	DET	0
S_430	zlatanné	zlatanné	verbe	NC	0
S_431	zythologie	zythologie	nom	NC	1
S_432	zythologues	zythologues	nom	ADJ	0
S_433	zythologie	zythologie	nom	ADJ	0
S_434	zythologue	zythologue	nom	ADJ	0
S_435	zythologues	zythologues	nom	ADJ	0
S_436	zythologue	zythologue	nom	ADJ	0
S_437	zythologue	zythologue	nom	ET	0
